SA2,SA2 NAME,Earners,Median age,Sum,Median,Mean
128011603,Caringbah South," 7,991 ", 46 ," 677,042,958 "," 57,623 "," 84,726 "
128011604,Cronulla - Kurnell - Bundeena," 15,988 ", 44 ," 1,321,356,645 "," 60,654 "," 82,647 "
128011605,Lilli Pilli - Port Hacking - Dolans Bay," 2,186 ", 48 ," 245,969,194 "," 60,701 "," 112,520 "
128011606,Woolaware - Burraneer," 5,571 ", 46 ," 547,639,910 "," 63,120 "," 98,302 "
128021533,Heathcote - Waterfall," 3,999 ", 45 ," 260,536,189 "," 56,308 "," 65,150 "
128021534,Illawong - Alfords Point," 7,174 ", 47 ," 532,487,237 "," 58,150 "," 74,225 "
128021535,Menai - Lucas Heights - Woronora," 13,837 ", 45 ," 990,232,243 "," 58,286 "," 71,564 "
128021536,Oyster Bay - Como - Jannali," 13,438 ", 45 ," 1,044,546,307 "," 59,865 "," 77,731 "
128021537,Royal National Park, 8 , 32 ," 307,605 "," 26,370 "," 38,451 "
128021538,Sutherland - Kirrawee," 12,842 ", 41 ," 848,842,686 "," 58,156 "," 66,099 "
128021607,Engadine," 10,162 ", 43 ," 672,046,806 "," 57,252 "," 66,133 "
128021608,Loftus - Yarrawarrah," 4,574 ", 45 ," 317,154,822 "," 56,894 "," 69,339 "
128021609,Woronora Heights," 2,525 ", 46 ," 190,219,294 "," 59,629 "," 75,334 "
201011001,Alfredton," 7,558 ", 42 ," 470,977,733 "," 52,448 "," 62,315 "
201011002,Ballarat," 7,585 ", 47 ," 566,382,314 "," 51,736 "," 74,671 "
201011003,Ballarat - North," 13,356 ", 43 ," 798,508,331 "," 49,211 "," 59,786 "
201011004,Ballarat - South," 12,294 ", 40 ," 602,910,502 "," 44,293 "," 49,041 "
201011005,Buninyong," 4,195 ", 45 ," 258,264,399 "," 51,034 "," 61,565 "
201011006,Delacombe," 4,312 ", 40 ," 225,081,479 "," 47,759 "," 52,199 "
201011007,Smythes Creek," 2,504 ", 46 ," 140,654,326 "," 49,822 "," 56,172 "
201011008,Wendouree - Miners Rest," 7,151 ", 42 ," 351,144,399 "," 45,002 "," 49,104 "
201021009,Bacchus Marsh Region," 3,501 ", 45 ," 233,266,206 "," 50,002 "," 66,628 "
201021010,Creswick - Clunes," 4,149 ", 48 ," 213,689,760 "," 41,021 "," 51,504 "
201021011,Daylesford," 5,276 ", 51 ," 266,121,882 "," 38,686 "," 50,440 "
201021012,Gordon (Vicnp)," 3,533 ", 47 ," 204,771,158 "," 47,895 "," 57,960 "
201031013,Avoca," 1,696 ", 50 ," 74,282,185 "," 38,543 "," 43,798 "
201031014,Beaufort," 2,165 ", 49 ," 105,093,840 "," 38,984 "," 48,542 "
201031015,Golden Plains - North," 2,461 ", 46 ," 124,018,845 "," 44,154 "," 50,394 "
201031016,Maryborough (Vicnp)," 3,446 ", 47 ," 152,420,475 "," 39,827 "," 44,231 "
201031017,Maryborough Region," 2,482 ", 49 ," 105,460,815 "," 36,938 "," 42,490 "
202011018,Bendigo," 7,726 ", 42 ," 439,946,028 "," 46,208 "," 56,944 "
202011019,California Gully - Eaglehawk," 6,185 ", 41 ," 295,513,751 "," 44,261 "," 47,779 "
202011020,East Bendigo - Kennington," 7,944 ", 47 ," 459,909,407 "," 46,635 "," 57,894 "
202011021,Flora Hill - Spring Gully," 5,286 ", 42 ," 290,044,052 "," 46,562 "," 54,870 "
202011022,Kangaroo Flat - Golden Square," 10,629 ", 42 ," 529,680,152 "," 45,451 "," 49,833 "
202011023,Maiden Gully," 3,163 ", 43 ," 187,409,371 "," 52,247 "," 59,251 "
202011024,Strathfieldsaye," 5,666 ", 44 ," 364,486,241 "," 53,073 "," 64,329 "
202011025,White Hills - Ascot," 7,229 ", 39 ," 392,563,584 "," 49,283 "," 54,304 "
202021026,Bendigo Region - South," 4,488 ", 46 ," 266,833,745 "," 49,529 "," 59,455 "
202021027,Castlemaine," 5,512 ", 50 ," 280,235,172 "," 42,109 "," 50,841 "
202021028,Castlemaine Region," 4,816 ", 51 ," 241,999,308 "," 41,255 "," 50,249 "
202021029,Heathcote," 2,214 ", 51 ," 109,895,598 "," 41,695 "," 49,637 "
202021030,Kyneton," 5,769 ", 47 ," 334,653,633 "," 46,315 "," 58,009 "
202021031,Woodend," 4,295 ", 48 ," 304,057,797 "," 53,778 "," 70,793 "
202031032,Bendigo Region - North," 2,535 ", 48 ," 134,825,695 "," 45,727 "," 53,186 "
202031033,Loddon," 3,571 ", 51 ," 173,321,821 "," 40,616 "," 48,536 "
203011034,Bannockburn," 4,064 ", 42 ," 250,935,669 "," 52,230 "," 61,746 "
203011035,Golden Plains - South," 4,291 ", 46 ," 242,344,884 "," 47,743 "," 56,477 "
203011036,Winchelsea," 3,723 ", 47 ," 220,295,700 "," 45,264 "," 59,172 "
203021037,Belmont," 8,359 ", 40 ," 448,659,690 "," 46,078 "," 53,674 "
203021038,Corio - Norlane," 11,390 ", 40 ," 539,008,042 "," 42,649 "," 47,323 "
203021039,Geelong," 8,109 ", 43 ," 524,494,098 "," 50,550 "," 64,680 "
203021040,Geelong West - Hamlyn Heights," 12,087 ", 41 ," 762,712,130 "," 52,867 "," 63,102 "
203021041,Grovedale," 15,459 ", 39 ," 859,015,470 "," 48,496 "," 55,567 "
203021042,Highton," 14,072 ", 45 ," 929,999,238 "," 49,958 "," 66,089 "
203021043,Lara," 10,543 ", 42 ," 654,045,712 "," 53,119 "," 62,036 "
203021044,Leopold," 7,584 ", 43 ," 417,821,619 "," 48,341 "," 55,093 "
203021045,Newcomb - Moolap," 7,881 ", 44 ," 379,539,734 "," 43,613 "," 48,159 "
203021046,Newtown (Vicnp)," 6,701 ", 45 ," 560,524,597 "," 57,818 "," 83,648 "
203021047,North Geelong - Bell Park," 8,152 ", 42 ," 461,698,227 "," 47,651 "," 56,636 "
203031048,Clifton Springs," 8,035 ", 46 ," 442,212,587 "," 45,472 "," 55,036 "
203031049,Lorne - Anglesea," 3,462 ", 53 ," 196,672,860 "," 40,485 "," 56,809 "
203031050,Ocean Grove - Barwon Heads," 15,717 ", 45 ," 1,009,263,431 "," 50,235 "," 64,215 "
203031051,Portarlington," 4,108 ", 54 ," 212,883,111 "," 38,323 "," 51,822 "
203031052,Point Lonsdale - Queenscliff," 2,919 ", 57 ," 175,793,438 "," 39,994 "," 60,224 "
203031053,Torquay," 12,755 ", 44 ," 867,770,980 "," 52,107 "," 68,034 "
204011054,Alexandra," 3,735 ", 50 ," 172,573,860 "," 37,890 "," 46,205 "
204011055,Euroa," 3,633 ", 52 ," 166,645,763 "," 38,987 "," 45,870 "
204011056,Kilmore - Broadford," 7,771 ", 44 ," 441,947,891 "," 49,320 "," 56,871 "
204011057,Mansfield (Vicnp)," 5,383 ", 49 ," 251,773,553 "," 37,862 "," 46,772 "
204011058,Nagambie," 2,360 ", 49 ," 126,219,662 "," 45,235 "," 53,483 "
204011059,Seymour," 3,355 ", 46 ," 167,365,327 "," 43,392 "," 49,885 "
204011060,Seymour Region," 2,355 ", 44 ," 132,335,185 "," 49,991 "," 56,193 "
204011061,Upper Yarra Valley, 96 , 47 ," 4,134,779 "," 43,740 "," 43,071 "
204011062,Yea," 2,097 ", 52 ," 98,704,809 "," 37,163 "," 47,070 "
204021063,Benalla," 5,524 ", 49 ," 268,931,998 "," 42,700 "," 48,684 "
204021064,Benalla Region," 2,199 ", 51 ," 99,825,550 "," 37,975 "," 45,396 "
204021065,Rutherglen," 2,296 ", 48 ," 118,905,272 "," 45,971 "," 51,788 "
204021066,Wangaratta," 10,429 ", 46 ," 554,992,212 "," 45,587 "," 53,216 "
204021067,Wangaratta Region," 6,041 ", 50 ," 292,957,486 "," 40,688 "," 48,495 "
204031068,Beechworth," 2,704 ", 51 ," 135,263,230 "," 42,008 "," 50,023 "
204031069,Bright - Mount Beauty," 4,954 ", 48 ," 231,472,721 "," 37,190 "," 46,724 "
204031070,Chiltern - Indigo Valley," 1,894 ", 48 ," 100,348,092 "," 49,193 "," 52,982 "
204031071,Myrtleford," 2,787 ", 49 ," 132,915,891 "," 39,638 "," 47,691 "
204031072,Towong," 3,636 ", 52 ," 171,438,180 "," 39,305 "," 47,150 "
204031073,West Wodonga," 8,570 ", 43 ," 470,382,066 "," 49,702 "," 54,887 "
204031074,Wodonga," 14,597 ", 41 ," 795,966,257 "," 48,998 "," 54,529 "
204031075,Yackandandah," 2,941 ", 47 ," 161,567,993 "," 47,466 "," 54,936 "
205011076,Drouin," 9,215 ", 44 ," 476,400,365 "," 44,882 "," 51,698 "
205011077,Mount Baw Baw Region," 3,642 ", 49 ," 184,597,739 "," 41,422 "," 50,686 "
205011078,Trafalgar (Vicnp)," 4,581 ", 46 ," 250,571,945 "," 44,410 "," 54,698 "
205011079,Warragul," 11,694 ", 46 ," 659,836,541 "," 45,069 "," 56,425 "
205021080,Alps - East, 3 , 63 ," 67,978 "," 31,114 "," 22,659 "
205021081,Bairnsdale," 7,942 ", 46 ," 387,020,822 "," 42,091 "," 48,731 "
205021082,Bruthen - Omeo," 4,577 ", 49 ," 203,894,039 "," 38,409 "," 44,548 "
205021083,Lake King, np , np , np , np , np 
205021084,Lakes Entrance," 5,288 ", 52 ," 234,409,358 "," 35,390 "," 44,329 "
205021085,Orbost," 3,199 ", 52 ," 136,243,049 "," 35,600 "," 42,589 "
205021086,Paynesville," 3,321 ", 55 ," 152,102,380 "," 36,444 "," 45,800 "
205031087,Foster," 4,916 ", 52 ," 216,527,549 "," 34,854 "," 44,045 "
205031088,French Island, 53 , 57 ," 1,697,159 "," 18,177 "," 32,022 "
205031089,Korumburra," 5,290 ", 47 ," 262,056,699 "," 41,642 "," 49,538 "
205031090,Leongatha," 6,431 ", 48 ," 325,475,119 "," 40,948 "," 50,610 "
205031091,Phillip Island," 6,338 ", 49 ," 293,706,183 "," 36,813 "," 46,341 "
205031092,Wilsons Promontory, 10 , 44 ," 705,669 "," 61,865 "," 70,567 "
205031093,Wonthaggi - Inverloch," 12,212 ", 49 ," 578,756,900 "," 38,060 "," 47,392 "
205041094,Churchill," 6,268 ", 46 ," 370,921,087 "," 46,847 "," 59,177 "
205041095,Moe - Newborough," 7,888 ", 44 ," 426,266,013 "," 43,433 "," 54,040 "
205041096,Morwell," 5,929 ", 45 ," 295,955,149 "," 42,558 "," 49,917 "
205041097,Traralgon," 15,266 ", 42 ," 978,689,269 "," 52,169 "," 64,109 "
205041098,Yallourn North - Glengarry," 2,621 ", 45 ," 164,212,811 "," 50,472 "," 62,653 "
205051099,Alps - West, 23 , 53 ," 639,491 "," 18,835 "," 27,804 "
205051100,Longford - Loch Sport," 2,220 ", 50 ," 118,548,618 "," 40,507 "," 53,400 "
205051101,Maffra," 7,703 ", 46 ," 402,076,860 "," 43,501 "," 52,197 "
205051102,Rosedale," 2,238 ", 45 ," 112,371,107 "," 42,172 "," 50,211 "
205051103,Sale," 8,041 ", 44 ," 478,421,215 "," 46,718 "," 59,498 "
205051104,Yarram," 2,787 ", 52 ," 127,756,326 "," 38,003 "," 45,840 "
206011105,Brunswick," 18,263 ", 34 ," 1,221,310,186 "," 54,409 "," 66,873 "
206011106,Brunswick East," 8,331 ", 34 ," 562,622,035 "," 56,690 "," 67,534 "
206011107,Brunswick West," 9,195 ", 35 ," 598,696,434 "," 52,890 "," 65,111 "
206011108,Coburg," 16,470 ", 37 ," 1,045,654,116 "," 52,108 "," 63,488 "
206011109,Pascoe Vale South," 6,270 ", 42 ," 431,394,518 "," 56,576 "," 68,803 "
206021110,Alphington - Fairfield," 5,819 ", 41 ," 461,774,657 "," 59,610 "," 79,356 "
206021111,Northcote," 16,448 ", 39 ," 1,294,309,166 "," 60,986 "," 78,691 "
206021112,Thornbury," 11,884 ", 38 ," 808,297,645 "," 56,044 "," 68,016 "
206031113,Ascot Vale," 9,589 ", 39 ," 747,244,149 "," 59,981 "," 77,927 "
206031114,Essendon - Aberfeldie," 18,810 ", 42 ," 1,519,068,770 "," 59,116 "," 80,759 "
206031115,Flemington," 5,944 ", 34 ," 381,628,199 "," 51,553 "," 64,204 "
206031116,Moonee Ponds," 9,601 ", 41 ," 769,952,926 "," 60,879 "," 80,195 "
206041117,Carlton," 9,030 ", 30 ," 516,296,697 "," 37,254 "," 57,176 "
206041118,Docklands," 10,207 ", 32 ," 706,932,521 "," 54,047 "," 69,260 "
206041119,East Melbourne," 3,823 ", 41 ," 489,607,844 "," 71,759 "," 128,069 "
206041120,Flemington Racecourse, 59 , 32 ," 3,607,084 "," 51,725 "," 61,137 "
206041121,Kensington (Vicnp)," 7,257 ", 36 ," 563,416,372 "," 65,563 "," 77,638 "
206041122,Melbourne," 26,083 ", 30 ," 1,343,994,469 "," 28,806 "," 51,528 "
206041123,North Melbourne," 13,534 ", 32 ," 881,632,537 "," 48,424 "," 65,142 "
206041124,Parkville," 3,920 ", 32 ," 261,718,554 "," 46,314 "," 66,765 "
206041125,South Yarra - West," 5,182 ", 39 ," 704,447,911 "," 68,512 "," 135,941 "
206041126,Southbank," 14,398 ", 32 ," 1,060,185,549 "," 51,696 "," 73,634 "
206041127,West Melbourne, 8 , 38 ," 1,897,262 "," 93,272 "," 237,158 "
206051128,Albert Park," 11,491 ", 44 ," 1,348,494,692 "," 66,627 "," 117,352 "
206051129,Elwood," 10,926 ", 38 ," 971,055,003 "," 65,893 "," 88,876 "
206051130,Port Melbourne," 11,181 ", 43 ," 1,197,841,991 "," 74,967 "," 107,132 "
206051131,Port Melbourne Industrial, 385 , 30 ," 33,593,665 "," 49,240 "," 87,256 "
206051132,South Melbourne," 8,697 ", 38 ," 823,766,172 "," 63,351 "," 94,718 "
206051133,St Kilda," 20,032 ", 34 ," 1,517,321,170 "," 56,940 "," 75,745 "
206051134,St Kilda East," 12,058 ", 34 ," 860,116,179 "," 56,841 "," 71,332 "
206061135,Armadale," 6,846 ", 40 ," 735,861,150 "," 66,098 "," 107,488 "
206061136,Prahran - Windsor," 15,009 ", 33 ," 1,259,734,638 "," 63,435 "," 83,932 "
206061137,South Yarra - East," 16,102 ", 33 ," 1,489,643,087 "," 63,969 "," 92,513 "
206061138,Toorak," 10,250 ", 49 ," 1,820,859,205 "," 72,451 "," 177,645 "
206071139,Abbotsford," 6,439 ", 33 ," 485,396,761 "," 61,476 "," 75,384 "
206071140,Carlton North - Princes Hill," 6,106 ", 36 ," 505,250,888 "," 57,240 "," 82,747 "
206071141,Collingwood," 6,027 ", 33 ," 440,190,063 "," 60,589 "," 73,036 "
206071142,Fitzroy," 7,083 ", 35 ," 589,228,908 "," 58,258 "," 83,189 "
206071143,Fitzroy North," 8,553 ", 37 ," 749,360,519 "," 62,727 "," 87,614 "
206071144,Richmond (Vicnp)," 22,343 ", 34 ," 1,903,458,923 "," 66,967 "," 85,193 "
206071145,Yarra - North," 6,158 ", 40 ," 582,300,858 "," 68,435 "," 94,560 "
207011146,Ashburton (Vicnp)," 4,841 ", 46 ," 451,931,977 "," 61,321 "," 93,355 "
207011147,Balwyn," 10,868 ", 48 ," 942,647,898 "," 50,044 "," 86,736 "
207011148,Balwyn North," 13,438 ", 48 ," 1,066,494,805 "," 50,469 "," 79,364 "
207011149,Camberwell," 14,527 ", 47 ," 1,412,564,383 "," 59,133 "," 97,237 "
207011150,Glen Iris - East," 11,413 ", 46 ," 1,128,482,603 "," 63,403 "," 98,877 "
207011151,Hawthorn," 17,176 ", 38 ," 1,708,405,084 "," 57,352 "," 99,465 "
207011152,Hawthorn East," 10,774 ", 39 ," 1,015,585,120 "," 61,766 "," 94,263 "
207011153,Kew," 17,113 ", 45 ," 1,863,730,799 "," 61,588 "," 108,907 "
207011154,Kew East," 4,200 ", 47 ," 374,326,079 "," 58,226 "," 89,125 "
207011155,Surrey Hills (West) - Canterbury," 11,079 ", 48 ," 1,277,897,863 "," 63,041 "," 115,344 "
207021156,Bulleen," 6,829 ", 47 ," 436,940,744 "," 47,352 "," 63,983 "
207021157,Doncaster," 13,582 ", 45 ," 806,236,960 "," 41,278 "," 59,361 "
207021159,Templestowe," 10,792 ", 49 ," 819,416,553 "," 47,638 "," 75,928 "
207021160,Templestowe Lower," 8,163 ", 47 ," 511,227,682 "," 45,926 "," 62,627 "
207021424,Doncaster East (North)," 9,650 ", 47 ," 577,944,249 "," 43,211 "," 59,891 "
207021425,Doncaster East (South)," 8,309 ", 43 ," 457,775,867 "," 40,689 "," 55,094 "
207031161,Blackburn," 13,726 ", 44 ," 939,869,937 "," 50,380 "," 68,474 "
207031162,Blackburn South," 6,167 ", 45 ," 380,528,502 "," 47,174 "," 61,704 "
207031163,Box Hill," 12,330 ", 38 ," 665,514,330 "," 37,811 "," 53,975 "
207031164,Box Hill North," 10,768 ", 43 ," 694,026,343 "," 46,864 "," 64,453 "
207031165,Burwood," 6,815 ", 37 ," 364,396,289 "," 35,000 "," 53,470 "
207031166,Burwood East," 6,293 ", 43 ," 336,455,730 "," 40,641 "," 53,465 "
207031167,Surrey Hills (East) - Mont Albert," 6,842 ", 46 ," 600,035,452 "," 57,777 "," 87,699 "
208011168,Beaumaris," 9,252 ", 50 ," 851,754,865 "," 57,097 "," 92,062 "
208011169,Brighton (Vicnp)," 16,312 ", 50 ," 2,226,296,373 "," 67,255 "," 136,482 "
208011170,Brighton East," 10,278 ", 48 ," 1,031,808,263 "," 59,841 "," 100,390 "
208011171,Cheltenham - Highett (West)," 7,219 ", 43 ," 546,962,128 "," 57,299 "," 75,767 "
208011172,Hampton," 11,338 ", 47 ," 1,143,781,398 "," 59,892 "," 100,880 "
208011173,Sandringham - Black Rock," 11,206 ", 49 ," 1,131,425,195 "," 61,573 "," 100,966 "
208021174,Bentleigh - McKinnon," 14,517 ", 45 ," 1,075,314,009 "," 54,863 "," 74,073 "
208021176,Carnegie," 11,438 ", 38 ," 764,891,965 "," 52,685 "," 66,873 "
208021177,Caulfield - North," 14,633 ", 40 ," 1,354,984,128 "," 58,709 "," 92,598 "
208021178,Caulfield - South," 11,818 ", 45 ," 978,346,776 "," 57,298 "," 82,784 "
208021179,Elsternwick," 7,932 ", 41 ," 716,623,663 "," 60,327 "," 90,346 "
208021180,Hughesdale," 4,528 ", 39 ," 302,507,830 "," 52,692 "," 66,808 "
208021181,Murrumbeena," 6,136 ", 40 ," 429,264,655 "," 54,121 "," 69,958 "
208021182,Ormond - Glen Huntly," 8,869 ", 38 ," 604,421,164 "," 52,837 "," 68,150 "
208021426,Bentleigh East (North)," 9,067 ", 44 ," 622,162,473 "," 53,612 "," 68,618 "
208021427,Bentleigh East (South)," 8,086 ", 44 ," 547,607,602 "," 53,287 "," 67,723 "
208031183,Aspendale Gardens - Waterways," 5,541 ", 45 ," 359,484,875 "," 51,722 "," 64,877 "
208031184,Braeside, 156 , 52 ," 13,733,148 "," 57,749 "," 88,033 "
208031185,Carrum - Patterson Lakes," 7,302 ", 46 ," 503,438,219 "," 54,598 "," 68,945 "
208031186,Chelsea - Bonbeach," 8,610 ", 42 ," 562,655,383 "," 55,691 "," 65,349 "
208031187,Chelsea Heights," 3,158 ", 43 ," 183,493,184 "," 52,094 "," 58,104 "
208031188,Cheltenham - Highett (East)," 13,946 ", 43 ," 903,333,762 "," 53,465 "," 64,774 "
208031189,Edithvale - Aspendale," 7,988 ", 44 ," 568,601,482 "," 57,916 "," 71,182 "
208031190,Mentone," 8,524 ", 44 ," 580,304,638 "," 54,225 "," 68,079 "
208031191,Moorabbin - Heatherton," 5,521 ", 43 ," 354,869,409 "," 51,528 "," 64,276 "
208031192,Moorabbin Airport, 8 , 54 ," 484,008 "," 50,000 "," 60,501 "
208031193,Mordialloc - Parkdale," 12,671 ", 45 ," 931,093,801 "," 58,033 "," 73,482 "
208041194,Malvern - Glen Iris," 14,381 ", 43 ," 1,641,125,724 "," 66,233 "," 114,118 "
208041195,Malvern East," 13,831 ", 43 ," 1,364,086,512 "," 59,019 "," 98,625 "
209011196,Bundoora - East," 5,660 ", 42 ," 317,381,454 "," 45,700 "," 56,074 "
209011197,Greensborough," 12,960 ", 44 ," 846,828,331 "," 54,987 "," 65,342 "
209011198,Heidelberg - Rosanna," 9,515 ", 43 ," 676,675,316 "," 56,659 "," 71,117 "
209011199,Heidelberg West," 7,847 ", 37 ," 441,523,083 "," 47,865 "," 56,266 "
209011200,Ivanhoe," 8,123 ", 44 ," 720,547,637 "," 61,543 "," 88,705 "
209011201,Ivanhoe East - Eaglemont," 5,529 ", 49 ," 606,390,147 "," 63,761 "," 109,674 "
209011202,Montmorency - Briar Hill," 10,176 ", 45 ," 720,662,690 "," 56,972 "," 70,820 "
209011203,Viewbank - Yallambie," 11,003 ", 44 ," 712,086,886 "," 53,932 "," 64,718 "
209011204,Watsonia," 5,384 ", 42 ," 331,830,644 "," 53,672 "," 61,633 "
209021205,Kingsbury," 6,110 ", 38 ," 347,119,725 "," 41,039 "," 56,812 "
209021207,Reservoir - East," 14,937 ", 36 ," 769,211,532 "," 45,257 "," 51,497 "
209021208,Reservoir - West," 13,471 ", 39 ," 742,568,481 "," 47,756 "," 55,123 "
209021428,Preston - East," 12,110 ", 37 ," 706,823,689 "," 49,779 "," 58,367 "
209021429,Preston - West," 7,586 ", 40 ," 483,888,704 "," 52,506 "," 63,787 "
209031209,Eltham," 15,097 ", 47 ," 1,110,138,043 "," 56,728 "," 73,534 "
209031210,Hurstbridge," 2,210 ", 46 ," 142,094,000 "," 53,364 "," 64,296 "
209031211,Kinglake," 2,273 ", 45 ," 125,730,844 "," 46,711 "," 55,315 "
209031212,Panton Hill - St Andrews," 3,334 ", 49 ," 227,266,251 "," 48,745 "," 68,166 "
209031213,Plenty - Yarrambat," 6,316 ", 45 ," 483,790,933 "," 57,025 "," 76,598 "
209031214,Research - North Warrandyte," 4,456 ", 47 ," 357,249,005 "," 55,958 "," 80,173 "
209031215,Wattle Glen - Diamond Creek," 9,051 ", 45 ," 613,483,231 "," 55,982 "," 67,781 "
209041216,Bundoora - North," 4,373 ", 40 ," 253,480,138 "," 47,008 "," 57,965 "
209041217,Bundoora - West," 3,454 ", 40 ," 172,448,618 "," 43,578 "," 49,927 "
209041219,Lalor," 11,055 ", 37 ," 528,599,722 "," 42,243 "," 47,815 "
209041220,Mill Park - North," 10,733 ", 42 ," 598,222,344 "," 49,127 "," 55,737 "
209041221,Mill Park - South," 6,909 ", 41 ," 369,439,064 "," 47,934 "," 53,472 "
209041223,Thomastown," 10,049 ", 38 ," 470,369,836 "," 41,612 "," 46,808 "
209041224,Wallan," 10,316 ", 40 ," 603,662,279 "," 52,622 "," 58,517 "
209041225,Whittlesea," 4,724 ", 45 ," 288,641,992 "," 50,795 "," 61,101 "
209041430,Doreen," 12,892 ", 39 ," 801,401,219 "," 55,044 "," 62,163 "
209041431,Epping - East," 7,227 ", 39 ," 377,760,788 "," 46,641 "," 52,271 "
209041432,Epping - South," 4,538 ", 38 ," 220,306,412 "," 43,767 "," 48,547 "
209041433,Epping - West," 6,154 ", 37 ," 334,303,227 "," 48,478 "," 54,323 "
209041434,Mernda," 10,820 ", 36 ," 634,144,756 "," 53,190 "," 58,609 "
209041435,South Morang (North)," 7,174 ", 39 ," 439,976,356 "," 54,061 "," 61,329 "
209041436,South Morang (South)," 6,970 ", 40 ," 397,272,713 "," 51,029 "," 56,998 "
209041437,Wollert," 6,636 ", 35 ," 369,330,257 "," 50,802 "," 55,656 "
210011226,Airport West," 4,639 ", 41 ," 294,930,254 "," 55,912 "," 63,576 "
210011227,Essendon Airport, 19 , 46 ," 804,752 "," 27,711 "," 42,355 "
210011228,Keilor," 5,470 ", 46 ," 365,174,432 "," 52,595 "," 66,759 "
210011229,Keilor East," 14,783 ", 44 ," 929,876,935 "," 51,798 "," 62,902 "
210011230,Niddrie - Essendon West," 4,434 ", 44 ," 309,563,926 "," 56,809 "," 69,816 "
210011231,Strathmore," 6,309 ", 46 ," 494,035,131 "," 58,830 "," 78,306 "
210021232,Gisborne," 8,095 ", 45 ," 577,065,066 "," 55,891 "," 71,287 "
210021233,Macedon," 2,125 ", 49 ," 180,413,314 "," 58,258 "," 84,900 "
210021234,Riddells Creek," 2,629 ", 46 ," 172,404,448 "," 53,730 "," 65,578 "
210021235,Romsey," 5,683 ", 46 ," 357,064,091 "," 51,057 "," 62,830 "
210031236,Coburg North," 4,831 ", 38 ," 288,679,953 "," 51,037 "," 59,756 "
210031237,Fawkner," 6,731 ", 37 ," 332,555,315 "," 41,577 "," 49,407 "
210031239,Pascoe Vale," 14,539 ", 38 ," 933,028,240 "," 55,524 "," 64,174 "
210031438,Glenroy," 12,653 ", 35 ," 652,863,298 "," 45,035 "," 51,598 "
210031439,Gowanbrae," 1,843 ", 42 ," 127,559,054 "," 59,224 "," 69,213 "
210031440,Hadfield," 2,971 ", 39 ," 165,408,050 "," 49,025 "," 55,674 "
210041240,Sunbury," 8,035 ", 44 ," 500,682,100 "," 53,005 "," 62,313 "
210041241,Sunbury - South," 16,703 ", 41 ," 1,003,620,963 "," 53,013 "," 60,086 "
210051242,Broadmeadows," 5,524 ", 34 ," 228,253,773 "," 36,296 "," 41,320 "
210051243,Campbellfield - Coolaroo," 6,333 ", 36 ," 270,439,128 "," 35,707 "," 42,703 "
210051245,Gladstone Park - Westmeadows," 10,143 ", 43 ," 565,964,490 "," 49,166 "," 55,799 "
210051246,Greenvale - Bulla," 11,131 ", 41 ," 698,725,060 "," 51,654 "," 62,773 "
210051247,Meadow Heights," 5,735 ", 36 ," 242,207,723 "," 37,904 "," 42,233 "
210051248,Melbourne Airport, 62 , 48 ," 3,748,864 "," 48,493 "," 60,466 "
210051249,Roxburgh Park - Somerton," 9,804 ", 38 ," 471,036,465 "," 42,304 "," 48,045 "
210051250,Tullamarine," 3,616 ", 39 ," 198,967,142 "," 51,599 "," 55,024 "
210051441,Craigieburn - Central," 4,457 ", 38 ," 227,173,749 "," 46,365 "," 50,970 "
210051442,Craigieburn - North," 6,469 ", 37 ," 355,801,327 "," 49,167 "," 55,001 "
210051443,Craigieburn - South," 9,643 ", 36 ," 498,954,365 "," 47,479 "," 51,743 "
210051444,Craigieburn - West," 8,260 ", 35 ," 432,187,739 "," 47,518 "," 52,323 "
210051445,Mickleham - Yuroke," 4,542 ", 34 ," 257,588,102 "," 51,369 "," 56,712 "
211011251,Bayswater," 7,295 ", 40 ," 392,634,206 "," 48,747 "," 53,822 "
211011254,Knoxfield - Scoresby," 9,492 ", 42 ," 547,045,544 "," 48,557 "," 57,632 "
211011255,Lysterfield," 4,544 ", 45 ," 332,390,641 "," 54,743 "," 73,149 "
211011256,Rowville - Central," 9,685 ", 43 ," 572,776,497 "," 50,125 "," 59,141 "
211011257,Rowville - North," 5,054 ", 44 ," 313,861,011 "," 52,075 "," 62,102 "
211011258,Rowville - South," 6,947 ", 45 ," 437,169,100 "," 52,632 "," 62,929 "
211011259,Wantirna," 8,726 ", 44 ," 492,033,011 "," 46,633 "," 56,387 "
211011260,Wantirna South," 11,196 ", 45 ," 651,495,508 "," 46,780 "," 58,190 "
211011446,Boronia," 13,284 ", 41 ," 724,271,711 "," 49,399 "," 54,522 "
211011447,Ferntree Gully (North)," 8,209 ", 42 ," 459,763,658 "," 49,642 "," 56,007 "
211011448,Ferntree Gully (South) - Upper Ferntree Gully," 9,125 ", 43 ," 519,588,264 "," 50,092 "," 56,941 "
211011449,The Basin," 2,657 ", 43 ," 155,968,659 "," 51,067 "," 58,701 "
211021261,Donvale - Park Orchards," 10,458 ", 47 ," 793,612,649 "," 50,735 "," 75,886 "
211021262,Warrandyte - Wonga Park," 6,856 ", 48 ," 584,086,109 "," 55,011 "," 85,193 "
211031263,Bayswater North," 7,120 ", 42 ," 413,016,984 "," 51,111 "," 58,008 "
211031265,Croydon Hills - Warranwood," 11,698 ", 45 ," 769,323,024 "," 52,995 "," 65,765 "
